Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 47,21,20,19,15,9,5,0,3,3,0,0,0,0,2021-09-13 18:30:00
Part 47,17,18,18,11,0,0,10,0,0,0,0,0,0,2021-09-14 17:30:00
Part 47,22,19,8,0,0,14,0,0,0,28,41,0,0,2021-09-15 16:33:00
Part 47,20,7,0,0,15,0,0,0,19,18,0,18,14,2021-09-16 17:06:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-17 06:32:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-18 07:13:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-19 06:30:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-20 06:29:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-21 06:31:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-22 06:33:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-23 06:35:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-24 06:33:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-25 15:38:00
Part 47,5,0,0,0,0,0,0,17,0,0,0,0,9,2021-09-26 06:28:00
Part 47,1,0,0,0,9,15,0,12,9,19,29,5,0,2021-09-27 12:58:00
Part 47,1,0,0,8,0,0,16,12,16,10,33,37,0,2021-09-28 18:00:00
Part 47,0,1,8,0,0,17,13,14,15,32,38,0,14,2021-09-29 11:58:00
Part 47,0,9,0,0,14,14,16,18,40,41,0,0,44,2021-09-30 17:34:00
Part 47,1,0,0,10,18,12,14,14,30,0,36,17,29,2021-10-01 07:08:00
Part 47,0,0,8,12,19,16,6,10,0,31,40,53,0,2021-10-02 08:35:00
Part 47,0,0,8,12,19,16,6,10,0,31,40,53,0,2021-10-03 07:03:00
Part 47,8,12,19,16,6,10,0,31,40,53,0,0,0,2021-10-04 16:30:00
Part 47,4,7,2,17,0,0,0,14,9,9,31,37,0,2021-10-05 10:29:00
Part 47,8,3,16,0,0,0,15,9,9,29,36,0,45,2021-10-06 18:34:00
Part 47,3,15,0,0,0,15,10,9,22,41,0,45,18,2021-10-07 17:32:00
Part 47,14,0,0,0,15,12,9,18,0,0,39,45,24,2021-10-08 15:05:00
Part 47,14,0,0,0,15,12,9,18,0,0,39,45,24,2021-10-09 07:05:00
Part 47,14,0,0,0,15,12,9,18,0,0,39,45,24,2021-10-10 06:29:00
Part 47,14,0,0,0,15,12,9,18,0,0,39,45,24,2021-10-11 06:28:00
Part 47,26,12,5,19,0,0,39,40,26,18,1,40,0,2021-10-12 11:34:00
Part 47,15,4,15,0,0,34,36,29,25,12,14,0,19,2021-10-13 12:38:00
Part 47,6,14,0,0,32,38,29,25,12,15,0,14,25,2021-10-14 16:30:00
Part 47,15,0,0,29,40,28,18,17,20,0,3,22,22,2021-10-15 15:34:00
Part 47,0,0,31,39,28,21,17,18,0,4,21,21,12,2021-10-16 07:42:00
Part 47,0,0,31,39,28,21,17,18,0,4,21,21,12,2021-10-17 06:36:00
Part 47,31,39,28,21,17,18,0,4,21,21,12,0,0,2021-10-18 16:38:00
Part 47,42,32,25,12,0,0,18,7,16,23,17,0,0,2021-10-19 15:57:00
Part 47,41,25,17,0,0,13,7,17,20,19,0,0,1,2021-10-20 16:01:00
Part 47,28,16,0,0,12,9,14,21,21,0,0,0,11,2021-10-21 15:01:00
Part 47,23,0,0,13,6,26,23,4,0,0,5,11,7,2021-10-22 16:03:00
Part 47,23,0,0,13,6,26,23,4,0,0,5,11,7,2021-10-23 07:08:00
Part 47,23,0,0,13,6,26,23,4,0,0,5,11,7,2021-10-24 06:33:00
Part 47,23,5,11,21,20,0,0,4,2,12,9,0,0,2021-10-25 17:29:00
Part 47,8,12,19,14,0,0,9,6,9,10,0,0,0,2021-10-26 06:33:00
Part 47,12,20,14,0,0,18,6,10,10,57,62,0,60,2021-10-27 06:39:00
Part 47,22,12,0,0,3,7,13,30,41,25,0,68,61,2021-10-28 16:26:00
Part 47,17,0,0,3,2,6,3,13,46,0,9,24,62,2021-10-29 15:38:00
Part 47,17,0,0,3,2,6,3,13,46,0,9,24,62,2021-10-30 07:04:00
Part 47,15,13,21,24,11,16,0,33,40,81,0,0,0,2021-11-01 07:03:00
