Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 109,0,0,0,3,0,0,0,0,0,0,0,0,0,2021-09-13 18:30:00
Part 109,0,0,2,1,0,0,0,0,0,0,0,0,0,2021-09-14 17:30:00
Part 109,0,3,0,0,0,0,0,0,0,0,0,0,0,2021-09-15 16:33:00
Part 109,3,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-16 17:06:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-17 06:32:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-18 07:13:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-19 06:30:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-20 06:29:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-21 06:31:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-22 06:33:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-23 06:35:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-24 06:33:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-25 15:38:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-26 06:28:00
Part 109,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-27 06:30:00
