CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,1
2021-09-14,2
2021-09-15,2
2021-09-16,2
2021-09-17,2
2021-09-18,2
2021-09-19,2
2021-09-20,2
2021-09-21,2
2021-09-22,2
2021-09-23,2
2021-09-24,2
2021-09-25,2
2021-09-26,2
2021-09-27,1
2021-09-28,21
2021-09-29,29
2021-09-30,6
2021-10-01,5
2021-10-02,0
2021-10-03,0
2021-10-04,5
2021-10-05,5
2021-10-06,5
2021-10-07,5
2021-10-08,5
2021-10-09,5
2021-10-10,5
2021-10-11,5
2021-10-12,5
2021-10-13,5
2021-10-14,5
2021-10-15,5
2021-10-16,5
2021-10-20,0
2021-10-21,0
2021-10-22,1
2021-10-23,1
2021-10-24,1
2021-10-25,47
2021-10-26,46
2021-10-27,73
2021-10-28,66
2021-10-29,16
2021-10-30,16
2021-11-01,3
