CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,18
2021-09-14,8
2021-09-15,11
2021-09-16,14
2021-09-17,18
2021-09-18,18
2021-09-19,18
2021-09-20,18
2021-09-21,18
2021-09-22,18
2021-09-23,18
2021-09-24,18
2021-09-25,18
2021-09-26,18
2021-09-27,17
2021-09-28,12
2021-09-29,14
2021-09-30,28
2021-10-01,45
2021-10-02,0
2021-10-03,0
2021-10-04,52
2021-10-05,30
2021-10-06,31
2021-10-07,29
2021-10-08,27
2021-10-09,27
2021-10-10,27
2021-10-11,27
2021-10-12,29
2021-10-13,27
2021-10-14,20
2021-10-15,13
2021-10-16,37
2021-10-20,1
2021-10-21,7
2021-10-22,23
2021-10-23,23
2021-10-24,23
2021-10-25,29
2021-10-26,29
2021-10-27,23
2021-10-28,17
2021-10-29,39
2021-10-30,39
2021-11-01,37
