CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,23
2021-09-14,20
2021-09-15,18
2021-09-16,21
2021-09-17,16
2021-09-18,16
2021-09-19,16
2021-09-20,16
2021-09-21,16
2021-09-22,16
2021-09-23,16
2021-09-24,16
2021-09-25,16
2021-09-26,16
2021-09-27,0
2021-09-28,0
2021-09-29,0
2021-09-30,25
2021-10-01,27
2021-10-02,0
2021-10-03,0
2021-10-04,27
2021-10-05,29
2021-10-06,19
2021-10-07,11
2021-10-08,18
2021-10-09,18
2021-10-10,18
2021-10-11,18
2021-10-12,21
2021-10-13,14
2021-10-14,10
2021-10-15,7
2021-10-16,5
2021-10-20,13
2021-10-21,13
2021-10-22,13
2021-10-23,13
2021-10-24,13
2021-10-25,14
2021-10-26,12
2021-10-27,13
2021-10-28,9
2021-10-29,20
2021-10-30,20
2021-11-01,17
