CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,1
2021-09-14,2
2021-09-15,1
2021-09-16,1
2021-09-17,1
2021-09-18,1
2021-09-19,1
2021-09-20,1
2021-09-21,1
2021-09-22,1
2021-09-23,1
2021-09-24,1
2021-09-25,1
2021-09-26,1
2021-09-27,4
2021-09-28,1
2021-09-29,2
2021-09-30,1
2021-10-01,0
2021-10-02,0
2021-10-03,0
2021-10-04,0
2021-10-05,0
2021-10-06,0
2021-10-07,0
2021-10-08,0
2021-10-09,0
2021-10-10,0
2021-10-11,0
2021-10-12,0
2021-10-13,0
2021-10-14,1
2021-10-15,3
2021-10-16,0
2021-10-20,7
2021-10-21,1
2021-10-22,0
2021-10-23,0
2021-10-24,0
2021-10-25,0
2021-10-26,0
2021-10-27,0
2021-10-28,0
2021-10-29,0
2021-10-30,0
2021-11-01,1
