CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,0
2021-09-14,3
2021-09-15,2
2021-09-16,2
2021-09-17,2
2021-09-18,2
2021-09-19,2
2021-09-20,2
2021-09-21,2
2021-09-22,2
2021-09-23,2
2021-09-24,2
2021-09-25,2
2021-09-26,2
2021-09-27,2
2021-09-28,1
2021-09-29,11
2021-09-30,52
2021-10-01,50
2021-10-02,0
2021-10-03,0
2021-10-04,4
2021-10-05,24
2021-10-06,16
2021-10-07,1
2021-10-08,5
2021-10-09,5
2021-10-10,5
2021-10-11,5
2021-10-12,48
2021-10-13,43
2021-10-14,9
2021-10-15,12
2021-10-16,103
2021-10-20,3
2021-10-21,33
2021-10-22,7
2021-10-23,7
2021-10-24,7
2021-10-25,1
2021-10-26,6
2021-10-27,30
2021-10-28,71
2021-10-29,50
2021-10-30,50
2021-11-01,21
