CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,40
2021-09-14,44
2021-09-15,41
2021-09-16,27
2021-09-17,24
2021-09-18,24
2021-09-19,24
2021-09-20,24
2021-09-21,24
2021-09-22,24
2021-09-23,24
2021-09-24,24
2021-09-25,24
2021-09-26,24
2021-09-27,10
2021-09-28,2
2021-09-29,4
2021-09-30,27
2021-10-01,34
2021-10-02,0
2021-10-03,0
2021-10-04,25
2021-10-05,20
2021-10-06,15
2021-10-07,15
2021-10-08,15
2021-10-09,15
2021-10-10,15
2021-10-11,15
2021-10-12,36
2021-10-13,37
2021-10-14,43
2021-10-15,42
2021-10-16,0
2021-10-20,47
2021-10-21,14
2021-10-22,11
2021-10-23,11
2021-10-24,11
2021-10-25,26
2021-10-26,33
2021-10-27,37
2021-10-28,38
2021-10-29,36
2021-10-30,36
2021-11-01,61
